players,nation,name,full_names,r1,r2
RW Sims,Zimbabwe,Richard Sims,Richard William Sims,R Sims,RW Sims
T Makoni,Zimbabwe,Tanunurwa Makoni,Tanunurwa Makoni,T Makoni,Tanunurwa Makoni
T Granger,Zimbabwe,Tasmeen Granger,Tasmeen Granger,T Granger,Tasmeen Granger
J Nyumbu,Zimbabwe,John Nyumbu,0,J Nyumbu,0
C Chatonzwa,Zimbabwe,Christabel Chatonzwa,Christabel Chatonzwa,C Chatonzwa,Christabel Chatonzwa
WT Mashinge,Zimbabwe,William Mashinge,William Takudzwa Mashinge,W Mashinge,WT Mashinge
CN Evans,Zimbabwe,Craig Evans,Craig Neil Evans,C Evans,CN Evans
B Muzarabani,Zimbabwe,Blessing Muzarabani,Blessing Muzarabani,B Muzarabani,Blessing Muzarabani
T Munyonga,Zimbabwe,Tony Munyonga,Tony Munyonga,T Munyonga,Tony Munyonga
GB Brent,Zimbabwe,Gary Brent,Gary Bazil Brent,G Brent,GB Brent
BA Murphy,Zimbabwe,Brian Murphy,Brian Andrew Murphy,B Murphy,BA Murphy
F Chipare,Zimbabwe,Francisca Chipare,Francisca Chipare,F Chipare,Francisca Chipare
DT Hondo,Zimbabwe,Douglas Hondo,Douglas Tafadzwa Hondo,D Hondo,DT Hondo
S Matsikenyeri,Zimbabwe,Stuart Matsikenyeri,Stuart Matsikenyeri,S Matsikenyeri,Stuart Matsikenyeri
DT Tiripano,Zimbabwe,Donald Tiripano,Donald Tatenda Tiripano,D Tiripano,DT Tiripano
TMK Mawoyo,Zimbabwe,Tino Mawoyo,Tinotenda Mbiri Kanayi Mawoyo,T Mawoyo,TMK Mawoyo
T Kaitano,Zimbabwe,Takudzwanashe Kaitano,Takudzwanashe Kaitano,T Kaitano,Takudzwanashe Kaitano
CB Wishart,Zimbabwe,Craig Wishart,Craig Brian Wishart,C Wishart,CB Wishart
M Mupachikwa,Zimbabwe,Modester Mupachikwa,Modester Mupachikwa,M Mupachikwa,Modester Mupachikwa
ADR Campbell,Zimbabwe,Alistair Campbell,Alistair Douglas Ross Campbell,A Campbell,ADR Campbell
P Utseya,Zimbabwe,Prosper Utseya,Prosper Utseya,P Utseya,Prosper Utseya
NR Ferreira,Zimbabwe,Neil Ferreira,Neil Robert Ferreira,N Ferreira,NR Ferreira
N Ncube,Zimbabwe,Njabulo Ncube,Njabulo Ncube,N Ncube,Njabulo Ncube
MA Vermeulen,Zimbabwe,Mark Vermeulen,Mark Andrew Vermeulen,M Vermeulen,MA Vermeulen
SV Carlisle,Zimbabwe,Stuart Carlisle,Stuart Vance Carlisle,S Carlisle,SV Carlisle
BB Chari,Zimbabwe,Brian Chari,Brian Bara Chari,B Chari,BB Chari
R Murray,Zimbabwe,Ryan Murray,Ryan Murray,R Murray,Ryan Murray
CK Coventry,Zimbabwe,Charles Coventry,Charles Kevin Coventry,C Coventry,CK Coventry
N Gwanzura,Zimbabwe,Nyasha Gwanzura,Nyasha Gwanzura,N Gwanzura,Nyasha Gwanzura
A Ndiraya,Zimbabwe,Ashley Ndiraya,Ashley Ndiraya,A Ndiraya,Ashley Ndiraya
GW Flower,Zimbabwe,Grant Flower,Grant William Flower,G Flower,GW Flower
DA Marillier,Zimbabwe,Dougie Marillier,Douglas Anthony Marillier,D Marillier,DA Marillier
C Zhuwao,Zimbabwe,Cephas Zhuwao,Cephas Zhuwao,C Zhuwao,Cephas Zhuwao
F Kasteni,Zimbabwe,Friday Kasteni,Friday Kasteni,F Kasteni,Friday Kasteni
BRM Taylor,Zimbabwe,Brendan Taylor,Brendan Ross Murray Taylor,B Taylor,BRM Taylor
B Mavuta,Zimbabwe,Brandon Mavuta,Brandon Anesu Mavuta,B Mavuta,BA Mavuta
GM Ewing,Zimbabwe,Gavin Ewing,Gavin Mackie Ewing,G Ewing,GM Ewing
KT Kasuza,Zimbabwe,Kevin Kasuza,Kevin Tatenda Kasuza,K Kasuza,KT Kasuza
I Kaia,Zimbabwe,Innocent Kaia,Innocent Kaia,I Kaia,Innocent Kaia
C Madande,Zimbabwe,Clive Madande,Clive Madande,C Madande,Clive Madande
GS Ballance,Zimbabwe,Gary Ballance,Gary Simon Ballance,G Ballance,GS Ballance
KM Dabengwa,Zimbabwe,Keith Dabengwa,Keith Mbusi Dabengwa,K Dabengwa,KM Dabengwa
HP Rinke,Zimbabwe,Piet Rinke,Harry Peter Rinke,P Rinke,HP Rinke
TL Chatara,Zimbabwe,Tendai Chatara,Tendai Larry Chatara,T Chatara,TL Chatara
M Shumba,Zimbabwe,Milton Shumba,Milton Shumba,M Shumba,Milton Shumba
AM Blignaut,Zimbabwe,Andy Blignaut,Arnoldus Mauritius Blignaut,A Blignaut,AM Blignaut
T Taibu,Zimbabwe,Tatenda Taibu,Tatenda Taibu,T Taibu,Tatenda Taibu
SM Ervine,Zimbabwe,Sean Ervine,Sean Michael Ervine,S Ervine,SM Ervine
BG Rogers,Zimbabwe,Barney Rogers,Barney Guy Rogers,B Rogers,BG Rogers
TR Gripper,Zimbabwe,Trevor Gripper,Trevor Raymond Gripper,T Gripper,TR Gripper
GJ Rennie,Zimbabwe,Gavin Rennie,Gavin James Rennie,G Rennie,GJ Rennie
Sikandar Raza,Zimbabwe,Sikandar Raza,Sikandar Raza Butt,S Raza,SR Butt
T Muzarabani,Zimbabwe,Taurai Muzarabani,Taurai Muzarabani,T Muzarabani,Taurai Muzarabani
P Marange,Zimbabwe,Precious Marange,Precious Marange,P Marange,Precious Marange
A Ndlovu,Zimbabwe,Ainsley Ndlovu,Ainsley Ndlovu,A Ndlovu,Ainsley Ndlovu
A Mazvishaya,Zimbabwe,Audrey Mazvishaya,Audrey Mazvishaya,A Mazvishaya,Audrey Mazvishaya
E Mbofana,Zimbabwe,Esther Mbofana,Esther Mbofana,E Mbofana,Esther Mbofana
WP Masakadza,Zimbabwe,Wellington Masakadza,Wellington Pedzisai Masakadza,W Masakadza,WP Masakadza
RS Higgins,Zimbabwe,Ryan Higgins,Ryan Shaun Higgins,R Higgins,RS Higgins
W Mwayenga,Zimbabwe,Waddington Mwayenga,Waddington Mwayenga,W Mwayenga,Waddington Mwayenga
F Mutizwa,Zimbabwe,Forster Mutizwa,Forster Mutizwa,F Mutizwa,Forster Mutizwa
M Musonda,Zimbabwe,Mary-Anne Musonda,Mary-Anne Musonda,M Musonda,Mary-Anne Musonda
D Jakiel,Zimbabwe,Daniel Jakiel,Daniel Jakiel,D Jakiel,Daniel Jakiel
NB Mahwire,Zimbabwe,Blessing Mahwire,Ngonidzashe Blessing Mahwire,B Mahwire,NB Mahwire
RP Burl,Zimbabwe,Ryan Burl,Ryan Ponsonby Burl,R Burl,RP Burl
SW Masakadza,Zimbabwe,Shingirai Masakadza,Shingirai Winston Masakadza,S Masakadza,SW Masakadza
N M'shangwe,Zimbabwe,Natsai M'shangwe,0,N M'shangwe,0
KO Meth,Zimbabwe,Keegan Meth,Keegan Orry Meth,K Meth,KO Meth
R Kaia,Zimbabwe,Roy Kaia,Roy Kaia,R Kaia,Roy Kaia
T Kamungozi,Zimbabwe,Tafadzwa Kamungozi,Tafadzwa Kamungozi,T Kamungozi,Tafadzwa Kamungozi
L Tshuma,Zimbabwe,Loreen Tshuma,Loreen Tshuma,L Tshuma,Loreen Tshuma
N Mutasa,Zimbabwe,Nomatter Mutasa,Nomatter Mutasa,N Mutasa,Nomatter Mutasa
RW Price,Zimbabwe,Ray Price,Raymond William Price,R Price,RW Price
PJ Moor,Zimbabwe,Peter Moor,Peter Joseph Moor,P Moor,PJ Moor
T Maruma,Zimbabwe,Timycen Maruma,Timycen Maruma,T Maruma,Timycen Maruma
N Sibanda,Zimbabwe,Nomvelo Sibanda,Nomvelo Sibanda,N Sibanda,Nomvelo Sibanda
A Flower,Zimbabwe,Andy Flower,Andrew Flower ,A Flower,AF 
N Madziva,Zimbabwe,Neville Madziva,Neville Madziva,N Madziva,Neville Madziva
KM Jarvis,Zimbabwe,Kyle Jarvis,Kyle Malcolm Jarvis,K Jarvis,KM Jarvis
DD Ebrahim,Zimbabwe,Dion Ebrahim,Dion Digby Ebrahim,D Ebrahim,DD Ebrahim
LM Jongwe,Zimbabwe,Luke Jongwe,Luke Mafuwa Jongwe,L Jongwe,LM Jongwe
W Madhevere,Zimbabwe,Wesley Madhevere,Wesley Nyasha Madhevere,W Madhevere,WN Madhevere
T Duffin,Zimbabwe,Terry Duffin,Terrence Duffin,T Duffin,Terrence Duffin
P Mujaji,Zimbabwe,Pellagia Mujaji,Pellagia Mujaji,P Mujaji,Pellagia Mujaji
R Ngarava,Zimbabwe,Richard Ngarava,Richard Ngarava,R Ngarava,Richard Ngarava
MN Waller,Zimbabwe,Malcolm Waller,Malcolm Noel Waller,M Waller,MN Waller
CR Ervine,Zimbabwe,Craig Ervine,Craig Richard Ervine,C Ervine,CR Ervine
R Mutumbami,Zimbabwe,Richmond Mutumbami,Richmond Mutumbami,R Mutumbami,Richmond Mutumbami
IA Nicolson,Zimbabwe,Ian Nicolson,Ian Alan Nicolson,I Nicolson,IA Nicolson
M Mavunga,Zimbabwe,Michelle Mavunga,0,M Mavunga,0
T Mupariwa,Zimbabwe,Tawanda Mupariwa,Tawanda Mupariwa,T Mupariwa,Tawanda Mupariwa
CB Mpofu,Zimbabwe,Christopher Mpofu,Christopher Bobby Mpofu,C Mpofu,CB Mpofu
TJ Friend,Zimbabwe,Travis Friend,Travis John Friend,T Friend,TJ Friend
B Evans,Zimbabwe,Brad Evans,Brad Evans,B Evans,Brad Evans
GJ Whittall,Zimbabwe,Guy Whittall,Guy James Whittall,G Whittall,GJ Whittall
J Gumbie,Zimbabwe,Joylord Gumbie,Joylord Gumbie,J Gumbie,Joylord Gumbie
GM Strydom,Zimbabwe,Gregory Strydom,Gregory Mark Strydom,G Strydom,GM Strydom
ML Nkala,Zimbabwe,Mluleki Nkala,Mluleki Luke Nkala,M Nkala,ML Nkala
A Kapoor,Canada,Armaan Kapoor,0,A Kapoor,0
KT Sandher,Canada,Kevin Sandher,Kevin Talvinder Sandher,K Sandher,KT Sandher
S Vig,Canada,Sonail Vig,0,S Vig,0
HS Baidwan,Canada,Harvir Baidwan,Harvir Singh Baidwan,H Baidwan,HS Baidwan
Mahrukh Imtiaz,Canada,Mahrukh Imtiaz,0,M Imtiaz,0
Abraash Khan,Canada,Abraash Khan,Dr. Abraash Khan,A Khan,DA Khan
U Bhatti,Canada,Umar Bhatti,Umar Bhatti,U Bhatti,Umar Bhatti
AC Cummins,Canada,Anderson Cummins,Anderson Cleophas Cummins,A Cummins,AC Cummins
Raza-ur-Rehman,Canada,Raza-ur-Rehman,Raza Ur Rehman,Raza-ur-Rehman,RU Rehman
Hamza Tariq,Canada,Hamza Tariq,Hamza Tariq,H Tariq,Hamza Tariq
TC Bastiampillai,Canada,Trevin Bastiampillai,Trevin Callistus Bastiampillai,T Bastiampillai,TC Bastiampillai
E Katchay,Canada,Eion Katchay,Eion Katchay,E Katchay,Eion Katchay
J Matharu,Canada,Jatinderpal Matharu,This is a list of Canadian Twenty20 International cricketers.\nA Twenty20 International,J Matharu,TialoCTIcT International
AS Dean,Canada,Abzal Dean,Abzal S. Dean,A Dean,AS Dean
Abdul Jabbar,Canada,Abdul Jabbar,\xca\xbfAbd al-Jabb\xc4\x81r,A Jabbar,\xca\xbfAbd al-Jabb\xc4\x81r
Sami Faridi,Canada,Sami Faridi,Abdus Sami Faridi,S Faridi,AS Faridi
Kaleem Sana,Canada,Kaleem Sana,Kaleem Sana,K Sana,Kaleem Sana
M Hundal,Canada,Mannat Hundal,0,M Hundal,0
S Thuraisingam,Canada,Sanjayan Thuraisingam,Sanjayan Thuraisingam,S Thuraisingam,Sanjayan Thuraisingam
M Gill,Canada,Mukhwinder Gill,0,M Gill,0
Ammar Khalid,Canada,Ammar Khalid,0,A Khalid,0
A Shamshudeen,Canada,Aftab Shamshudeen,Aftabodeen Shamshudeen,A Shamshudeen,Aftabodeen Shamshudeen
A Bagai,Canada,Ashish Bagai,Ashish Bagai,A Bagai,Ashish Bagai
Salman Nazar,Canada,Salman Nazar,Salman Nazar,S Nazar,Salman Nazar
Hiba Shamshad,Canada,Hiba Shamshad,0,H Shamshad,0
DR Chumney,Canada,Desmond Chumney,Desmond Randolph Chumney,D Chumney,DR Chumney
Zeeshan Siddiqi,Canada,Zeeshan Siddiqi,Zeeshan Hussain Siddiqi,Z Siddiqi,ZH Siddiqi
K Gray,Canada,Kate Gray,Jeffrey Carl Brazier,K Gray,JC Brazier
Amarpal Kaur,Canada,Amarpal Kaur,0,A Kaur,0
D Heyliger,Canada,Dillon Heyliger,Dillon Heyliger,D Heyliger,Dillon Heyliger
D McGahey,Canada,Danielle McGahey,Danielle McGahey,D McGahey,Danielle McGahey
N Dutta,Canada,Nikhil Dutta,Nikhil Dutta,N Dutta,Nikhil Dutta
N Gallagher,Canada,Nicole Gallagher,0,N Gallagher,0
Arsalan Qadir,Canada,Arsalan Qadir,Arsalan Qadir,A Qadir,Arsalan Qadir
A Codrington,Canada,Austin Codrington,Austin Codrington,A Codrington,Austin Codrington
Junaid Siddiqui,Canada,Junaid Siddiqui,Junaid Siddiqui,J Siddiqui,Junaid Siddiqui
C Martin,Canada,Chuntell Martin,0,C Martin,0
S Movva,Canada,Shreyas Movva,Shreyas Vasudevareddy Movva,S Movva,SV Movva
AL Kandappah,Canada,Arvind Kandappah,Arvindah Luxman Kandappah,A Kandappah,AL Kandappah
IS Billcliff,Canada,Ian Billcliff,Ian Shaw Billcliff,I Billcliff,IS Billcliff
Mohammad Iqbal,Canada,Mohammad Iqbal,Mohammad Iqbal,M Iqbal,Mohammad Iqbal
H Patel,Canada,Hiral Patel,Hiral Patel,H Patel,Hiral Patel
H Thaker,Canada,Harsh Thaker,Harsh Thaker,H Thaker,Harsh Thaker
Qaiser Ali,Canada,Qaiser Ali,Qaiser,Q Ali,Qaiser
N Ifill,Canada,Nicholas Ifill,Nicholas Ifill,N Ifill,Nicholas Ifill
Hala Azmat,Canada,Hala Azmat,0,H Azmat,0
S Dhaniram,Canada,Sunil Dhaniram,Sunil Dhaniram,S Dhaniram,Sunil Dhaniram
Rabbjyot Rajput,Canada,Rabbjyot Rajput,0,R Rajput,0
S Zafar,Canada,Sana Zafar,0,S Zafar,0
AF Sattaur,Canada,Abdul Sattaur,Abdul Fazil Sattaur,A Sattaur,AF Sattaur
Zahid Hussain,Canada,Zahid Hussain,0,Z Hussain,0
K Kamyuka,Canada,Kenneth Kamyuka,Kenneth Kamyuka,K Kamyuka,Kenneth Kamyuka
Saniyah Zia,Canada,Saniyah Zia,Saniyah Zia,S Zia,Saniyah Zia
Kainat Qazi,Canada,Kainat Qazi,0,K Qazi,0
Ravinderpal Singh,Canada,Ravinderpal Singh,Ravinderpal Singh,R Singh,Ravinderpal Singh
TG Gordon,Canada,Tyson Gordon,Tyson George Gordon,T Gordon,TG Gordon
Pargat Singh,Canada,Pargat Singh,Pargat Singh,P Singh,Pargat Singh
R Misra,Canada,Rhea Misra,0,R Misra,0
K Whatham,Canada,Karl Whatham,Karl Whatham,K Whatham,Karl Whatham
Rizwan Cheema,Canada,Rizwan Cheema,Rizwan Ahmed Cheema,R Cheema,RA Cheema
A Perera,Canada,Achini Perera,0,A Perera,0
GR Codrington,Canada,George Codrington,George Ricardo Codrington,G Codrington,GR Codrington
R Gunasekera,Canada,Ruvindu Gunasekera,Ruvindu Gunasekera,R Gunasekera,Ruvindu Gunasekera
C Pervez,Canada,Cecil Pervez,Cecil Pervez,C Pervez,Cecil Pervez
AM Samad,Canada,Abdool Samad,Abdool Mudassar Samad,A Samad,AM Samad
Saad Bin Zafar,Canada,Saad Bin Zafar,Saad Bin Zafar,S Bin,SB Zafar
Usman Limbada,Canada,Usman Limbada,Usman Limbada,U Limbada,Usman Limbada
M Patel,Canada,Monali Patel,0,M Patel,0
CK Hooper,Canada,Calvert Hooper,Calvert Kenroy Hooper,C Hooper,CK Hooper
Maliha Baig,Canada,Maliha Baig,0,M Baig,0
K Kapadia,Canada,Krima Kapadia,0,K Kapadia,0
Habeeba Bader,Canada,Habeeba Bader,0,H Bader,0
D Joseph,Canada,Davis Joseph,Davis Joseph,D Joseph,Davis Joseph
M Spoors,Canada,Matthew Spoors,Matthew Spoors,M Spoors,Matthew Spoors
JV Harris,Canada,Joseph Harris,Joseph Vikram Harris,J Harris,JV Harris
H Osinde,Canada,Henry Osinde,Henry Osinde,H Osinde,Henry Osinde
KN Mirchandani,Canada,Kamna Mirchandani,Kamna Niresh Mirchandani,K Mirchandani,KN Mirchandani
J Patraj,Canada,Jason Patraj,Jason Patraj,J Patraj,Jason Patraj
JM Davison,Canada,John Davison,John Michael Davison,J Davison,JM Davison
A Johnson,Canada,Aaron Johnson,0,A Johnson,0
I Maraj,Canada,Ishwar Maraj,Ishwar Maraj,I Maraj,Ishwar Maraj
D Saxena,Canada,Divya Saxena,Divya Saxena,D Saxena,Divya Saxena
Mahewish Khan,Canada,Mahewish Khan,Mahewish Shahid Khan,M Khan,MS Khan
NR Kumar,Canada,Nitish Kumar,Nitish Roenik Kumar,N Kumar,NR Kumar
D Daesrath,Canada,Damodar Daesrath,Damodar Daesrath,D Daesrath,Damodar Daesrath
Khurram Chohan,Canada,Khurram Chohan,Khurram Chohan,K Chohan,Khurram Chohan
S Jyoti,Canada,Sandeep Jyoti,Sandeep Jyoti,S Jyoti,Sandeep Jyoti
ZE Surkari,Canada,Zubin Surkari,Zubin Eruch Surkari,Z Surkari,ZE Surkari
A Patel,Canada,Ashish Patel,Ashish Patel,A Patel,Ashish Patel
V Vithanage,Canada,Vijayani Vithanage,Vijayani Vithanage,V Vithanage,Vijayani Vithanage
D Soraine,Canada,Durand Soraine,Durand Soraine,D Soraine,Durand Soraine
R Pathan,Canada,Rayyan Pathan,Rayyan Pathan,R Pathan,Rayyan Pathan
K Maseko,Eswatini,Khulani Maseko,0,K Maseko,0
N Magagula,Eswatini,Nomvuyo Magagula,0,N Magagula,0
H Rashid,Eswatini,Haris Rashid,0,H Rashid,0
T Dlamini,Eswatini,Tibusiso Dlamini,0,T Dlamini,0
W Dlamini,Eswatini,Wandile Dlamini,0,W Dlamini,0
L Mamba,Eswatini,Lindokuhle Mamba,0,L Mamba,0
M Magagula,Eswatini,Melusi Magagula,0,M Magagula,0
T Sandeep,Eswatini,Tarun Sandeep,0,T Sandeep,0
P Dlamini,Eswatini,Phindo Dlamini,0,P Dlamini,0
Eric Phiri,Eswatini,Eric Phiri,0,E Phiri,0
N Gwebu,Eswatini,Ntombizini Gwebu,0,N Gwebu,0
A Nyirenda,Eswatini,Abahle Nyirenda,0,A Nyirenda,0
M Dlamini,Eswatini,Mbali Dlamini,0,M Dlamini,0
N Simelane,Eswatini,Nokwethu Simelane,0,N Simelane,0
N Khumalo,Eswatini,Nombuso Khumalo,0,N Khumalo,0
Adil Butt,Eswatini,Adil Butt,0,A Butt,0
D Dlamini,Eswatini,Dumsile Dlamini,0,D Dlamini,0
L Thobela,Eswatini,Lihle Thobela,0,L Thobela,0
N Mabila,Eswatini,Nothando Mabila,0,N Mabila,0
D Polpitiya,Eswatini,Dinesh Polpitiya,0,D Polpitiya,0
Ntombizodwa Mkhatshwa,Eswatini,Ntombizodwa Mkhatshwa,0,N Mkhatshwa,0
C Forbes,Eswatini,Christiaan Forbes,0,C Forbes,0
Naeem Gull,Eswatini,Naeem Gull,0,N Gull,0
Mohammed Alamgir,Eswatini,Mohammed Alamgir,0,M Alamgir,0
M Jele,Eswatini,Mancoba Jele,0,M Jele,0
M May,Eswatini,Mawilsia May,0,M May,0
Umair Qasim,Eswatini,Umair Qasim,0,U Qasim,0
W Ginindza,Eswatini,Winile Ginindza,0,W Ginindza,0
T Malinga,Eswatini,Tenele Malinga,0,T Malinga,0
Razmal Shigiwal,Austria,Razmal Shigiwal,0,R Shigiwal,0
A Nookala,Austria,Anisha Nookala,0,A Nookala,0
H Dhaliwal,Austria,Harjot Dhaliwal,0,H Dhaliwal,0
S Kailath,Austria,Sylvia Kailath,0,S Kailath,0
T Kazanci,Austria,Tugce Kazanci,0,T Kazanci,0
Abdullah Akbarjan,Austria,Abdullah Akbarjan,0,A Akbarjan,0
Abrar Bilal,Austria,Abrar Bilal,0,A Bilal,0
Zeshan Arif,Austria,Zeshan Arif,0,Z Arif,0
N Wijesekera,Austria,Navin Wijesekera,0,N Wijesekera,0
Umair Tariq,Austria,Umair Tariq,0,U Tariq,0
Osman Khan,Austria,Osman Khan,0,O Khan,0
H Bhullar,Austria,Harjivan Bhullar,0,H Bhullar,0
Busra Uca,Austria,Busra Uca,0,B Uca,0
K Joshi,Austria,Kunal Joshi,0,K Joshi,0
Bilal Zalmai,Austria,Bilal Zalmai,0,B Zalmai,0
R Avdylaj,Austria,Rezarta Avdylaj,0,R Avdylaj,0
Shahil Momin,Austria,Shahil Momin,Shahil Momin,S Momin,Shahil Momin
M Simpson-Parker,Austria,Mark Simpson-Parker,Mark Simpson-Parker,M Simpson-Parker,Mark Simpson-Parker
Mirza Ahsan,Austria,Mirza Ahsan,0,M Ahsan,0
Iqbal Hossain,Austria,Iqbal Hossain,The Austria national cricket team,I Hossain,TAnc team
Jaweed Sadran,Austria,Jaweed Sadran,0,J Sadran,0
Aqib Iqbal,Austria,Aqib Iqbal,0,A Iqbal,0
I Asif,Austria,Imran Asif,Imran Asif,I Asif,Imran Asif
Habib Ahmadzai,Austria,Habib Ahmadzai,0,H Ahmadzai,0
A Nathwani,Austria,Amit Nathwani,0,A Nathwani,0
Itibarshah Deedar,Austria,Itibarshah Deedar,0,I Deedar,0
A Randhawa,Austria,Armaan Randhawa,0,A Randhawa,0
Waqar Zalmai,Austria,Waqar Zalmai,0,W Zalmai,0
Sahel Zadran,Austria,Sahel Zadran,The Austria national cricket team,S Zadran,TAnc team
P Sabu,Austria,Priya Sabu,0,P Sabu,0
V Avdylaj,Austria,Valentina Avdylaj,0,V Avdylaj,0
Abdullah Shahid,Maldives,Abdullah Shahid,0,A Shahid,0
Nazwan Ismail,Maldives,Nazwan Ismail,0,N Ismail,0
Ali Ivan,Maldives,Ali Ivan,0,A Ivan,0
Hafsaa Abdhulla,Maldives,Hafsaa Abdhulla,0,H Abdhulla,0
Ibrahim Nashath,Maldives,Ibrahim Nashath,0,I Nashath,0
Mohamed Rishwan,Maldives,Mohamed Rishwan,0,M Rishwan,0
Shamma Ali,Maldives,Shamma Ali,0,S Ali,0
Hamza Niyaz,Maldives,Hamza Niyaz,0,H Niyaz,0
L Shafeeg,Maldives,Leem Shafeeg,0,L Shafeeg,0
Sumayya Abdul,Maldives,Sumayya Abdul,0,S Abdul,0
Sajaa Fathimath,Maldives,Sajaa Fathimath,0,S Fathimath,0
Umar Adam,Maldives,Umar Adam,0,U Adam,0
Kinaanath Ismail,Maldives,Kinaanath Ismail,0,K Ismail,0
M Azzam,Maldives,Mohamed Azzam,0,M Azzam,0
Ameel Mauroof,Maldives,Ameel Mauroof,0,A Mauroof,0
Maaha Naseer,Maldives,Maaha Naseer,0,M Naseer,0
Mohamed Azzam,Maldives,Mohamed Azzam,0,M Azzam,0
Aima Aishath,Maldives,Aima Aishath,0,A Aishath,0
Shaffaa Saleem,Maldives,Shaffaa Saleem,0,S Saleem,0
Shunan Ali,Maldives,Shunan Ali,0,S Ali,0
Zoona Mariyam,Maldives,Zoona Mariyam,0,Z Mariyam,0
Shafraz Jaleel,Maldives,Shafraz Jaleel,0,S Jaleel,0
Latsha Haleemath,Maldives,Latsha Haleemath,0,L Haleemath,0
Ahmed Hassan,Maldives,Ahmed Hassan,0,A Hassan,0
S Saeed,Maldives,Shafee Saeed,0,S Saeed,0
Mihusan Hamid,Maldives,Mihusan Hamid,0,M Hamid,0
Hassan Rasheed,Maldives,Hassan Rasheed,0,H Rasheed,0
Eashal Ibrahim,Maldives,Eashal Ibrahim,0,E Ibrahim,0
Ahmed Raid,Maldives,Ahmed Raid,0,A Raid,0
Shaof Hassan,Maldives,Shaof Hassan,0,S Hassan,0
Ibrahim Rizan,Maldives,Ibrahim Rizan,0,I Rizan,0
Azyan Farhath,Maldives,Azyan Farhath,0,A Farhath,0
Mohamed Mahfooz,Maldives,Mohamed Mahfooz,0,M Mahfooz,0
Ibrahim Hassan,Maldives,Ibrahim Hassan,0,I Hassan,0
Sajad Ahmadzai,Belgium,Sajad Ahmadzai,0,S Ahmadzai,0
Saqlain Ali,Belgium,Saqlain Ali,0,S Ali,0
Khalid Ahmadi,Belgium,Khalid Ahmadi,0,K Ahmadi,0
R Thapliyal,Belgium,Ravi Thapliyal,"In April 2018, the ICC decided to grant full Twenty20 International",R Thapliyal,IA2tIdtgfT International
Noorullah Sidiqi,Belgium,Noorullah Sidiqi,0,N Sidiqi,0
Adnan Razzaq,Belgium,Adnan Razzaq,The Austria cricket team toured Belgium in July 2021 to play three Twenty20 International,A Razzaq,TActtBiJ2tptT International
Faisal Mehmood,Belgium,Faisal Mehmood,The Austria cricket team toured Belgium in July 2021 to play three Twenty20 International,F Mehmood,TActtBiJ2tptT International
Waqas Ali,Belgium,Waqas Ali,The Germany cricket team toured Belgium in May 2019 to play three Twenty20 International,W Ali,TGcttBiM2tptT International
Sheraz Sheikh,Belgium,Sheraz Sheikh,0,S Sheikh,0
S Mehta,Belgium,Sherul Mehta,0,S Mehta,0
Ahmad Khalid Ahmadzai,Belgium,Ahmad Khalid Ahmadzai,0,A Khalid,0
Hadisullah Tarakhel,Belgium,Hadisullah Tarakhel,0,H Tarakhel,0
Sherul Mehta,Belgium,Sherul Mehta,0,S Mehta,0
B Niaz,Belgium,Burhan Niaz,0,B Niaz,0
Muhammad Muneeb,Belgium,Muhammad Muneeb,0,M Muneeb,0
Mamoon Latif,Belgium,Mamoon Latif,0,M Latif,0
Sazzad Hosen,Belgium,Sazzad Hosen,0,S Hosen,0
Murid Ekrami,Belgium,Murid Ekrami,0,M Ekrami,0
Wahidullah Usmani,Belgium,Wahidullah Usmani,0,W Usmani,0
Ashiqullah Said,Belgium,Ashiqullah Said,0,A Said,0
Maqsood Ahmad,Belgium,Maqsood Ahmad,0,M Ahmad,0
Shaheryar Butt,Belgium,Shaheryar Butt,0,S Butt,0
Aziz Mohammad,Belgium,Aziz Mohammad,Muhammad,A Mohammad,Muhammad
S Jamil,Belgium,Syed Jamil,The Germany cricket team toured Belgium in May 2019 to play three Twenty20 International,S Jamil,TGcttBiM2tptT International
Omid Mailk Khel,Belgium,Omid Mailk Khel,0,O Mailk,0
Shagharai Sefat,Belgium,Shagharai Sefat,0,S Sefat,0
A Raza,Belgium,Ali Raza,0,A Raza,0
Saber Zakhil,Belgium,Saber Zakhil,0,S Zakhil,0
Said Hakim,Belgium,Said Hakim,0,S Hakim,0
AR Pitcher,Bermuda,Azeem Pitcher,Azeem Ryan Pitcher,A Pitcher,AR Pitcher
KAD Hurdle,Bermuda,Kevin Hurdle,Kevin Andre Dean Hurdle,K Hurdle,KAD Hurdle
S Smith,Bermuda,Sinclair Smith,Sinclair Smith,S Smith,Sinclair Smith
RDM Leverock,Bermuda,Dwayne Leverock,Russell Dwayne Mark Leverock,D Leverock,RDM Leverock
JJ Tucker,Bermuda,Janeiro Tucker,Janeiro J Tucker,J Tucker,JJ Tucker
OL Pitcher,Bermuda,Oliver Pitcher,Oliver Llewellyn Pitcher,O Pitcher,OL Pitcher
C Outerbridge,Bermuda,Cejay Outerbridge,A Twenty20 International,C Outerbridge,AT International
S Mukuddem,Bermuda,Saleem Mukuddem,Saleem Mukuddem,S Mukuddem,Saleem Mukuddem
AC Douglas,Bermuda,Allan Douglas,Allan Craig Douglas,A Douglas,AC Douglas
H Durham,Bermuda,Hasan Durham,Hasan Durham,H Durham,Hasan Durham
